episode,speaker,content,addressee
Hurricane Fluttershy,Rainbow Dash,"Stretch those glutes, Flitter! Nice flexibility, Cloud Chaser. A... little too much flexibility, Blossomforth. Uh, somepony give Blossomforth a hoof. Let's see some faster trotting, Thunderlane! Good pace, Silverspeed! Keep it up! We're gonna need all the wing power we can get to break that record!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Good work, everypony! Everypony except Fluttershy.",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Fluttershy? I know you're in there! You're avoiding tornado duty and I want to know why! Fluttershy, open<U+0096>",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Fluttershy, what happened to you?",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Oh, you poor thing. You know, there's only one cure for pony pox.",Fluttershy
Hurricane Fluttershy,Fluttershy,"I know, plenty of bed<U+0096>",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Cold water! Those pony pox are clearing right up.,Fluttershy
Hurricane Fluttershy,Fluttershy,"Oh, y'know, all of a sudden, I'm, I'm starting to feel better. I'll just get out of these robes and<U+0096> ow! Oh, my wing, oh, ow, it's hurt. I guess I can't fly after all<U+0096>",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Messed up wing, huh? Stop horsing around, Fluttershy. We've got a lot of training to do. Come on now, what's going on?",Fluttershy
Hurricane Fluttershy,Fluttershy,"Well, y'see, uh, well... Oh, Rainbow Dash, I just can't do it! I can't fly!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,What are you talking about? Just last week you went into that wicked nose dive to save that falling baby bird right before it hit the ground!,Fluttershy
Hurricane Fluttershy,Fluttershy,"But that was different, that was an emergency! This whole tornado thing, it's more like a performance, and you know how I hate performing in front of others. Don't you remember flight camp? I couldn't gallop hard or fly fast, not with everypony looking at me!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,It wasn't that bad.,Fluttershy
Hurricane Fluttershy,Fluttershy,"You're right, Rainbow Dash, it wasn't bad. It was horrible!",Fluttershy
Hurricane Fluttershy,Fluttershy,"The other foals used to tease me, a lot!",Fluttershy
Hurricane Fluttershy,Fluttershy,I just can't risk that sort of humiliation again.,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Suck it up, Fluttershy! This is no time for<U+0096> I mean, confidence or no confidence, I'm gonna need every Pegasus to break the record, including you. I need every ounce of wing power I can get.",Fluttershy
Hurricane Fluttershy,Fluttershy,"Oh, I-I don't think so, Rainbow Dash...",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Thanks anyway.,Fluttershy
Hurricane Fluttershy,Fluttershy,Wait. I'll do it.,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,You will?,Fluttershy
Hurricane Fluttershy,Fluttershy,I will.,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,You're game?,Fluttershy
Hurricane Fluttershy,Fluttershy,I'm game.,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Alright!,Cloud Chaser
Hurricane Fluttershy,Cloud Chaser,What exactly does this machine do?,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"This is an anemometer. It measures your accelerative velocity and translates it into wing power, thus gauging your cumulative H2O anti-gravitational potential. Any other questions?",Flitter
Hurricane Fluttershy,Flitter,Yeah. What exactly does this machine do?,Spike
Hurricane Fluttershy,Spike,It tells you how fast you're flying and how strong your wings are.,Pegasi
Hurricane Fluttershy,Pegasi,Ohhhh... Okay... I see...,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"Is that you again, Thunderlane? Please, we need to have a germ-free environment.",Thunderlane
Hurricane Fluttershy,Thunderlane,"It wasn't me, it was Blossomforth.",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Don't worry, Twilight. Thunderlane's just cooking up an excuse to spend tornado day in bed. Why don't you get over here and be our first test flyer, Thunderlane?",Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,We have 9.3 wing power.,Pegasi
Hurricane Fluttershy,Pegasi,Wow! That's fast!,Bulk Biceps
Hurricane Fluttershy,Bulk Biceps,YEAH!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,16.5 wing power!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Now listen up! If each of you can get your numbers up to at least 10.0 wing power by the end of the week, we'll no doubt set a new tornado speed record. We'll be number one!",Foals
Hurricane Fluttershy,Foals,"Fluttershy, Fluttershy, Fluttershy can hardly fly...",Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Tell her!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"No, you tell her!",Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"No, you!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Um... great job, Fluttershy! You measured, uh, uh, .5.",Spike
Hurricane Fluttershy,Spike,.5? Isn't that like... less than one?,Spike
Hurricane Fluttershy,Spike,Ow!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Fluttershy, wait! So some punks poked a little fun at you and you got stage fright, big deal. You aren't gonna go quit just because of that, are you?",Fluttershy
Hurricane Fluttershy,Fluttershy,Yes!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,But I need you!,Fluttershy
Hurricane Fluttershy,Fluttershy,"I'm sorry, Rainbow Dash, I just don't have the courage right now...",Fluttershy
Hurricane Fluttershy,Fluttershy,"Oh, thank you, but I'm afraid a couple of little acorns won't solve my big flying problem.",Fluttershy
Hurricane Fluttershy,Fluttershy,"I tried, but you should've seen those ponies laughing at me...",Fluttershy
Hurricane Fluttershy,Fluttershy,I know it's important to have confidence in myself...,Fluttershy
Hurricane Fluttershy,Fluttershy,"Yes, yes, I do remember. The river was swelling...",Fluttershy
Hurricane Fluttershy,Fluttershy,...and you were scared...,Fluttershy
Hurricane Fluttershy,Fluttershy,"...yes, I did tell you to never give up... and to believe in yourself. You're right, my friends. I shouldn't give up. I will get my confidence up and show everypony that I am a good flyer! A great flyer!",Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"That's wonderful, Flitter. Much better than yesterday.",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,This is crazy awesome! We're gonna smash that record!,Spike
Hurricane Fluttershy,Spike,What did he say?,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Do I look like I speak squirrel?,Spike
Hurricane Fluttershy,Spike,What's that?,Fluttershy
Hurricane Fluttershy,Fluttershy,2.3? 2.3?! That has to be some kind of mistake! I worked so hard!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"Fluttershy, that's a huge improvement!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"You did awesome, Fluttershy.",Fluttershy
Hurricane Fluttershy,Fluttershy,"No, I didn't. I thought I'd gotten over my nerves, but they still got the best of me! There's no way I'll fly with 10.0 wing power tomorrow!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,So you won't fly with 10.0 wing power. Every bit counts!,Fluttershy
Hurricane Fluttershy,Fluttershy,How would you feel if everypony else was flying with 10.0 wing power and you were flying with 2.5?,Spike
Hurricane Fluttershy,Spike,"Actually, it was only 2.3, and<U+0096> ow!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Well, uh... I'd feel... um...",Fluttershy
Hurricane Fluttershy,Fluttershy,"Exactly! Humiliated! I'm sorry, Rainbow Dash, I just can't do it!",Spike
Hurricane Fluttershy,Spike,"It's okay, Rainbow Dash, you've still got plenty of wing power for your tornado. You'll be able to lift tons of water up to Cloudsdale!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,If only there was a way to lift Fluttershy out of the dumps.,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Are we ready to do this?,Spike
Hurricane Fluttershy,Spike,Look!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Lazy Thunderlane! Where is he?! He's been trying to get out of tornado duty the whole time with his fake coughing and all. Rumble, where's your lazy brother?",Rumble
Hurricane Fluttershy,Rumble,He's got the feather flu. He's down at Ponyville Hospital.,Spike
Hurricane Fluttershy,Spike,But he's not the only one.,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"Let's see, with those eight sick Pegasi out with the feather flu... Oh no!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Don't tell me we won't be able to break the windspeed record?,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,No...,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Phew!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,...You might not have enough wing power to create a tornado powerful enough to lift the water to Cloudsdale!,Spike
Hurricane Fluttershy,Spike,"Well, should we pack up?",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"No. Of course not. Forget the record. Cloudsdale still needs water! Okay, everypony! Let's give it all we've got! On the sound of the horn, we take off!",Spike
Hurricane Fluttershy,Spike,You think they're gonna make it to eight hundred wing power?,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,I sure hope so! One hundred and fifty wing power. Two hundred and fifty wing power. Five hundred wing power!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Seven hundred and fifty wing power!,Fluttershy
Hurricane Fluttershy,Fluttershy,Twilight!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Fluttershy! What are you doing here?!,Fluttershy
Hurricane Fluttershy,Fluttershy,I figured... if I couldn't help Rainbow Dash with the tornado... the least I could do was offer moral support!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"She could sure use it, considering eight Pegasi are sick with the feather flu!",Fluttershy
Hurricane Fluttershy,Fluttershy,Oh no! That's terrible news!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Yaa<U+0096> oof!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Are you okay?,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,I'm fine!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"Oh, you were so close to the eight hundred wing power minimum! I'm sorry, Rainbow Dash.",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Rbbbb<U+0096> We've got to try again!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,But you've pushed your crew to their limit already!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"If you break apart again, somepony could get hurt! You should quit, it's not safe!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"No! One more time! I've gotta know we gave it our all! If I'm going down, I'm going down flying! C'mon, ponies, let's make this happen!",Bulk Biceps
Hurricane Fluttershy,Bulk Biceps,YEAH!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"Okay, here we go... One hundred wing power! Two hundred! Five hundred!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,Stay in position! Flap those wings! Faster!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Seven hundred! Seven hundred and fifty wing power!,Spike
Hurricane Fluttershy,Spike,They fell apart right after this!,Fluttershy
Hurricane Fluttershy,Fluttershy,"Oh, I'm too nervous to look!",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,C'mon! Just a little harder! I can see the water trying to funnel through!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,"Seven ninety five! We are so close! Fluttershy, they need you up there!",Fluttershy
Hurricane Fluttershy,Fluttershy,I won't make a difference!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,You can make a difference!,Fluttershy
Hurricane Fluttershy,Fluttershy,My measly 2.3 wing power is still too little!,Spike
Hurricane Fluttershy,Spike,It's sticking at seven ninety five! I don't know if they've got any more in 'em!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,Do it for Equestria! Do it for Rainbow Dash! Do it for yourself!,Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,It's moving! She's doing it! Seven ninety eight! She surpassed her best wing power number!,Fluttershy
Hurricane Fluttershy,Fluttershy,No!,Others
Hurricane Fluttershy,Others,"""Serenity"": What was that?",Others
Hurricane Fluttershy,Others,"""Slipstream"": I think it was Fluttershy!",Twilight Sparkle
Hurricane Fluttershy,Twilight Sparkle,She did it! She did it! They all did it!,Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Whoa, girl, take it easy!",Fluttershy
Hurricane Fluttershy,Fluttershy,"Whuh, what? Did we do it?",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Yeah, we did it! You did it!",Fluttershy and Rainbow Dash
Hurricane Fluttershy,Fluttershy and Rainbow Dash,Ah!,Flitter
Hurricane Fluttershy,Flitter,"Great job, Fluttershy, that was awesome!",Cloud Chaser
Hurricane Fluttershy,Cloud Chaser,"Yeah, we couldn't have done it without you.",Spitfire
Hurricane Fluttershy,Spitfire,"Nice job, Rainbow Dash. You may not have set a new record, but you showed a lot of guts.",Rainbow Dash
Hurricane Fluttershy,Rainbow Dash,"Thanks, but if you wanna talk guts, then you've gotta give it to my number one flyer, Fluttershy! Let's hear it for Fluttershy!",Fluttershy
Hurricane Fluttershy,Fluttershy,"Dear Princess Celestia,",Fluttershy
Hurricane Fluttershy,Fluttershy,"Sometimes you can feel like what you have to offer is too little to make a difference, but today, I learned that everypony's contribution is important, no matter how small. If you just keep your head high, do your best, and believe in yourself, anything can happen.",nobody
Ponyville Confidential,Sweetie Belle,Can you believe Featherweight got his cutie mark? Featherweight! Before us!,Snips
Ponyville Confidential,Snips,"Great cutie mark, Featherweight!",Snails
Ponyville Confidential,Snails,Looking good!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,I give up...,Apple Bloom
Ponyville Confidential,Apple Bloom,I've got it! The answer to all our problems!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,The Foal Free Press? How's the school paper gonna get us our cutie marks?,Granny Smith
Ponyville Confidential,Granny Smith,Move your caboose!,Apple Bloom
Ponyville Confidential,Apple Bloom,Uh-oh. That's Granny Smith. Gotta run!,Scootaloo
Ponyville Confidential,Scootaloo,Maybe there's something to this newspaper idea.,Sweetie Belle
Ponyville Confidential,Sweetie Belle,Guess it's worth a shot...,Sweetie Belle
Ponyville Confidential,Sweetie Belle,Apple Bloom. Your newspaper idea was nothing but a big bust.,Scootaloo
Ponyville Confidential,Scootaloo,"We tried everything, from papier-m<e2>ch<e9> to making birds' nests, and nothing worked.",Sweetie Belle
Ponyville Confidential,Sweetie Belle,What's so funny?,Apple Bloom
Ponyville Confidential,Apple Bloom,"What I meant was, we should write for the paper! We can get our cutie marks as journalists!",Cheerilee
Ponyville Confidential,Cheerilee,"Okay, class, see you tomorrow! Oh, for those of you who want to join the newspaper staff, stay here, because we're meeting right now!",Apple Bloom
Ponyville Confidential,Apple Bloom,Cutie marks in journalism!,Scootaloo
Ponyville Confidential,Scootaloo,Such a good idea.,Cheerilee
Ponyville Confidential,Cheerilee,"Welcome, everypony. Now, as you know, our editor-in-chief graduated last year<U+0096>",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"Oh, oh, oh, ohohohoh!",Cheerilee
Ponyville Confidential,Cheerilee,Yes?,Sweetie Belle
Ponyville Confidential,Sweetie Belle,What's an editor-in-chief?,Cheerilee
Ponyville Confidential,Cheerilee,"Good question, Sweetie Belle. I like those reporter's instincts. The Foal Free Press is a student-run paper. I'm only involved as an adviser, so the editor-in-chief is the pony in charge, from choosing the stories to making sure it gets to press on time. Now, as I said, we have a new editor this year!",Students
Ponyville Confidential,Students,Diamond Tiara?!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,Hm.,Cheerilee
Ponyville Confidential,Cheerilee,I'll leave you alone now to discuss everypony's assignments. Have fun!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Alright, listen up. The Foal Free Press is a joke.",Students
Ponyville Confidential,Students,Huh?,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Nopony at this school takes it seriously. Well I, the editor-in-chief in charge, am going to deliver us to newfound glory!",Truffle
Ponyville Confidential,Truffle,Yay!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,First things first. Where's the staff photographer? Get out there and document everything. I'll decide what's important.,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"The rest of you, I want hard-hitting news and interesting think pieces. No more Namby-Pamby stories like last year's editor.",Others
Ponyville Confidential,Others,"""Ruby Pinch"": But Namby-Pamby was a great editor.",Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Well, there's a new regime now, and I want juicy stories. The juicier, the better! Now get out there and report!",Scootaloo
Ponyville Confidential,Scootaloo,"Let's get out of here, girls. Maybe we can try packing boxes again.",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"But this could be our last chance to earn our cutie marks! If we really are supposed to be journalists, isn't it worth a little grief?",Scootaloo
Ponyville Confidential,Scootaloo,I guess you're right. We can take a little bit of Diamond Tiara for a lifetime of cutie marks.,Sweetie Belle
Ponyville Confidential,Sweetie Belle,C'mon! Let's go get these marks!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,My first story's going to be an exclusive interview.,Scootaloo
Ponyville Confidential,Scootaloo,I saw a brand new nest of baby birds the other day. I bet our readers would eat up a sweet story like that!,Apple Bloom
Ponyville Confidential,Apple Bloom,Granny Smith has all sorts of great stories! I reckon I'll do a piece on the history of Ponyville.,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"I hope you've got something, because everything so far is unusable. ""Baby Birds Born""? ""Rarity's Hot New Hat""? ""Ponyville: The Early Years""!? Oh! I don't know what you call this, but it sure isn't news!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,We just... thought...,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Get something else on my desk by the end of the day, and it better be juicy!",Scootaloo
Ponyville Confidential,Scootaloo,Now what? Do you know what I had to do to get that story?,Apple Bloom
Ponyville Confidential,Apple Bloom,"Oh, you don't even wanna know what I had to sit through.",Snips
Ponyville Confidential,Snips,"Oh! Get it off me, Snails!",Snails
Ponyville Confidential,Snails,"Eh, you get it off me, Snips?",Snips
Ponyville Confidential,Snips,"Aah! Stop it! You are making it worse! Nah! Oh, great.",Snips
Ponyville Confidential,Snips,Aah!,Snails
Ponyville Confidential,Snails,Get it off! Get it off!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"Hey, Featherweight, c'mere! Take a few pictures of this, then meet me during lunch. Girls, I have our story.",Others
Ponyville Confidential,Others,"""Noi"": ""Snips and Snails in Bubblegum Veils! And that's when the biggest jokester in school really stuck his hoof in it <U+0096> literally!""",Others
Ponyville Confidential,Others,"""Green Daze"": The Foal Free Press is usually just boring news and stuff.",Cotton Cloudy
Ponyville Confidential,Cotton Cloudy,So funny!,Snips
Ponyville Confidential,Snips,Our mothers always told us we'd end up in the papers someday.,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Your column is a sensation! I don't want you doing news anymore. I want more columns like this. Columns about ponies and their private lives, the things they do when they think they're alone. You three are my new gossip columnists! And I love the way you signed it! ""Gabby Gums""... That was a stroke of genius!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"We couldn't fit all of our names, so we decided to create one for all three of us.",Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Well, I want more Gabby Gums! Nice work, girls.",Scootaloo
Ponyville Confidential,Scootaloo,But we sure seem to have a gift for gossip.,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"If we can write a few more of these Gabby Gums columns, we'll earn our cutie marks for sure!",Cutie Mark Crusaders
Ponyville Confidential,Cutie Mark Crusaders,Woo-hoo!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,Scootaloo? Do you have anything?,Scootaloo
Ponyville Confidential,Scootaloo,Nope.,Sweetie Belle
Ponyville Confidential,Sweetie Belle,Apple Bloom?,Apple Bloom
Ponyville Confidential,Apple Bloom,Sorry.,Scootaloo
Ponyville Confidential,Scootaloo,"Let's face it, nothing very juicy happens at this school.",Sweetie Belle
Ponyville Confidential,Sweetie Belle,We're doomed.,Rarity
Ponyville Confidential,Rarity,"Ohh, Sweetie Belle... Was she raised in a barn or something? Oh, you really shouldn't be snooping, Rarity... Oh, but it's so much fun, Rarity. Hello... what's this? Gum on their bum! Too rich!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,Can you please keep it down with all the laughter? I'm trying to<U+0096> hey!,Rarity
Ponyville Confidential,Rarity,"Bleh! I, I was just<U+0096>",Sweetie Belle
Ponyville Confidential,Sweetie Belle,Are you snooping through my saddlebag?,Sweetie Belle
Ponyville Confidential,Sweetie Belle,How dare you!,Rarity
Ponyville Confidential,Rarity,"Oh, but this Gabby Gums column is so funny!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,You actually like the school paper?,Rarity
Ponyville Confidential,Rarity,It's so much juicier than anything in the boring old Ponyville Express. Could I borrow this to show my friends?,Sweetie Belle
Ponyville Confidential,Sweetie Belle,Your friends would wanna read the Foal Free Press?,Rarity
Ponyville Confidential,Rarity,"Oh, they'd just love Gabby Gums! Who is she, anyway? I've never heard of her before. Is she a new<U+0096>",Sweetie Belle
Ponyville Confidential,Sweetie Belle,"We gave up too quickly, girls. Forget trying to squeeze stories out of this school. We need to expand!",Apple Bloom
Ponyville Confidential,Apple Bloom,We can find all kinds of great gossip out there in Ponyville!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,We'll need to tell Featherweight to start working overtime.,Scootaloo
Ponyville Confidential,Scootaloo,"Sweetie Belle, you're a genius!",Diamond Tiara
Ponyville Confidential,Diamond Tiara,"""Pound and Pumpkin Cake Trip to the Store Ends in Tears."" Gabby Gums comes through again!",Truffle
Ponyville Confidential,Truffle,The Ponyville news stand wants to carry the Foal Free Press! Ponies keep coming by and asking for it!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,"Send 'em twenty copies, and if they run out of those, we'll send 'em twenty more! You three are doing a great job for this paper. Keep those columns coming!",Scootaloo
Ponyville Confidential,Scootaloo,This is great!,Rarity
Ponyville Confidential,Rarity,"Oh, this is the life, isn't it, girls? The best hooficure I've ever had!",Applejack
Ponyville Confidential,Applejack,"You said it, ooh...",Spike
Ponyville Confidential,Spike,I don't know if I've ever been so relaxed.,Rainbow Dash
Ponyville Confidential,Rainbow Dash,You guys!,Spike
Ponyville Confidential,Spike,Aaah!,Rainbow Dash
Ponyville Confidential,Rainbow Dash,"The new Gabby Gums just came out! ""The Great and Powerful Trixie's Secrets Revealed!""",Rarity
Ponyville Confidential,Rarity,"We already read that one, Rainbow Dash. Come on, relax, have a hooficure, it feels amazing.",Rainbow Dash
Ponyville Confidential,Rainbow Dash,"Did you forget who you're talking to? The day I get a hooficure is the day I turn in my daredevil license. Besides, I haven't read this Gabby Gums yet.",Spike
Ponyville Confidential,Spike,"Well, do it quietly, will ya? Some of us are trying to unwind!",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"I like Gabby Gums too, but don't you think she can be a little mean?",Applejack
Ponyville Confidential,Applejack,"She's not mean, Twilight, she's a hoot!",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"""Celestia Just Like Us""? Gabby Gums doesn't value anypony's privacy.",Rarity
Ponyville Confidential,Rarity,"Oh, lighten up, Twilight, it's nothing but harmless gossip!",Pinkie Pie
Ponyville Confidential,Pinkie Pie,"Yeah, Twilight, I mean listen to this one. ""Mayor Not Naturally Gray!"" The Mayor in a mane dyeing scandal? Who wouldn't wanna read that?",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,I just can't help feeling sorry for the ponies featured in her columns. It's gotta be a little embarrassing.,Rainbow Dash
Ponyville Confidential,Rainbow Dash,Are you kidding? Do you know how awesome it is to get your name in the paper?,Rarity
Ponyville Confidential,Rarity,"Rainbow, why don't you join me in one of these delicious hooficures?",Rainbow Dash
Ponyville Confidential,Rainbow Dash,"It's that good, huh? Well, maybe just one little hoof.",Rainbow Dash
Ponyville Confidential,Rainbow Dash,"Forget it, I don't like ponies touching my hooves. Man... I'd love it if Gabby Gums did a story on me.",Spike
Ponyville Confidential,Spike,She did one on me.,Main cast
Ponyville Confidential,Main cast,What?!,Spike
Ponyville Confidential,Spike,Aaaah!,Apple Bloom
Ponyville Confidential,Apple Bloom,"""Exclusive! Local Dragon Tells All! Spike opens up about Canterlot, naps, and his favorite jams!""",Scootaloo
Ponyville Confidential,Scootaloo,It's our best column yet!,Diamond Tiara
Ponyville Confidential,Diamond Tiara,More like your worst column yet! Gabby Gums didn't become the biggest thing in Ponyville with namby-pamby stories like this!,Apple Bloom
Ponyville Confidential,Apple Bloom,"Yeah, she's right. This column is a little softer than our usual gossip.",Sweetie Belle
Ponyville Confidential,Sweetie Belle,Were you guys feeling guilty about all the gossip too? Like... maybe we could be hurting other ponies' feelings?,Apple Bloom
Ponyville Confidential,Apple Bloom,"Yeah, I didn't wanna say anything because everypony loves Gabby Gums so much, but... I was sorta hoping we could start writing more stories like this one.",Scootaloo
Ponyville Confidential,Scootaloo,Me too.,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"If we're gonna get our cutie marks, we've got to give the ponies what they want.",Cutie Mark Crusaders
Ponyville Confidential,Cutie Mark Crusaders,Awww...,Applejack
Ponyville Confidential,Applejack,"""Applejack Asleep on the Job!"" Can y'all believe this?! And this one: ""Big McIntosh <U+0096> What's He Hiding?"" Who the hay does this Gabby Gums think she is?!",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"Listen to this one. ""Twilight Sparkle: I Was a Canterlot Snob. A well-placed scaly source close to the prissy pony says Twilight Sparkle thinks Ponyville is nothing but muddy roads and low-class rubes."" Spike!",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,How could you say such a thing?,Spike
Ponyville Confidential,Spike,"Well, I didn't! Gabby Gums made that up! I never said anything like that!",Rarity
Ponyville Confidential,Rarity,"Everypony, please! She's just a harmless schoolpony engaged in a little harmless gossip. You're really making too big a deal out of this.",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"But it's all lies! Gabby Gums prints whatever she wants! She doesn't care whose reputation she destroys! ""Fluttershy Has Tail Extensions!"" ""Pinkie Pie is an Out-of-Control Party Animal!""",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"Oh, look! According to this one, the Cakes are breaking up!",Mrs. Cake
Ponyville Confidential,Mrs. Cake,Mrs. We are?!,Rainbow Dash
Ponyville Confidential,Rainbow Dash,"Well, my life is officially over. Gabby Gums has made it to Cloudsdale.",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"""Rainbow Dash: Speed Demon or Super Softie?""?!",Rainbow Dash
Ponyville Confidential,Rainbow Dash,"I grabbed as many copies as I could, but it was too late! I'm a laughing stock!",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,"See, Rarity? Your so-called 'harmless gossip' can be very hurtful!",Rarity
Ponyville Confidential,Rarity,"Honestly, you ponies have no sense of humor. So she tweaks a few ponies every now and then, maybe they deser<U+0096> I'll destroy her! ""The Drama-Queen Diaries""... She's reprinted my diary! How could Gabby Gums possibly get access to my private diary?!",Twilight Sparkle
Ponyville Confidential,Twilight Sparkle,We've got to put a stop to this once and for all! Sweetie Belle's on the newspaper staff. Maybe she knows who Gabby Gums is.,Rarity
Ponyville Confidential,Rarity,"My sister would never associate with anyone as beastly as Gabby Gums! I resent you even suggesting such a thing, Twilight! Why, she's the most innocent, most lovely<U+0096>",Rarity
Ponyville Confidential,Rarity,<U+0096>most evil pony in Equestria! How could my own sister steal my private diary? How could my own sister be... Gabby Gums?,Rarity
Ponyville Confidential,Rarity,"Et tu, Gabby Gums?!",Sweetie Belle
Ponyville Confidential,Sweetie Belle,You know?! How'd you find out?!,Rarity
Ponyville Confidential,Rarity,The gilded pages of your betrayal!,Sweetie Belle
Ponyville Confidential,Sweetie Belle,"Oh, yeah.",Rarity
Ponyville Confidential,Rarity,"How could you do this to me?! You stole my secret diary and published it for all the world to read! Gossip can be a very hurtful thing. It is an invasion of privacy, just like when I snooped through your saddlebag. You didn't like that much, did you?",Sweetie Belle
