episode,speaker,content
Lesson Zero,Applejack,"Y'all heard the Princess. Spike, take a letter."
Lesson Zero,Applejack,"Dear Princess Celestia,"
Lesson Zero,Applejack,We're writin' to you because today we all learned a little somethin' about friendship.
Lesson Zero,Fluttershy,We learned that you should take your friends' worries seriously.
Lesson Zero,Rainbow Dash,Even if you don't think that she has anything to worry about.
Lesson Zero,Rarity,And that you shouldn't let your worries turn a small problem...
Lesson Zero,Pinkie Pie,...into an enormously huge entire-town-in-total-chaos Princess-has-to-come-and-save-the-day problem.
Lesson Zero,Applejack,"Signed, your loyal subjects."
Lesson Zero,Spike,"P.S. Obviously Spike did not have to learn a lesson, because he is the best, most awesome friend a pony could ask for. Unlike everypony else, he took things seriously, and- Eheh... uh... yeah... I'll just, um..."
Luna Eclipsed,Spike,"Ugh, come on, Twilight. We're gonna be late for the Nightmare Night festival. Huh? Are you that one kooky grandpa from Ponyville Retirement Village?"
Luna Eclipsed,Twilight Sparkle,I'm Star Swirl the Bearded! Father of the amniomorphic spell? Did you even read that book I gave you about obscure unicorn history?
Luna Eclipsed,Fillies,Nightmare Night! What a fright! Give us something sweet to bite!
Luna Eclipsed,Twilight Sparkle,"Hi, everypony. Great costumes. Happy Nightmare Night, Granny Smith."
Luna Eclipsed,Granny Smith,I should have been asleep five hours ago.
Luna Eclipsed,Pipsqueak,"Pipsqueak the pirate, at your service. It's my very first Nightmare Night."
Luna Eclipsed,Twilight Sparkle,Since you moved here from Trottingham?
Luna Eclipsed,Pipsqueak,"No, my very first Nightmare Night ever!"
Luna Eclipsed,Pinkie Pie,Enough chitchat! Time is candy!
Luna Eclipsed,Twilight Sparkle,"Pinkie Pie, aren't you a little old for this?"
Luna Eclipsed,Pinkie Pie,Too old for free candy? Never.
Luna Eclipsed,Twilight Sparkle,Do you like it?
Luna Eclipsed,Pinkie Pie,"Yeah! Great costume, Twilight! You make a fantastic weirdo clown!"
Luna Eclipsed,Twilight Sparkle,A clown? Look at the borders on these robes. These are hoof-stitched!
Luna Eclipsed,Spike,It's a great costume! Huh! Grandpa!
Luna Eclipsed,Twilight Sparkle,Star Swirl the Bearded is only the most important conjurer of the pre-classical era.
Luna Eclipsed,Background ponies,Yeah! Whoo-hoo!
Luna Eclipsed,Twilight Sparkle,"He created more than two hundred spells! He even has a shelf in the Canterlot library of magic named after him. Maybe I should start up a pony group to teach ponies about history. I bet everypony would love it! Don't you, Spike?"
Luna Eclipsed,Spike,Mm-hmm! I love it!
Luna Eclipsed,Twilight Sparkle,"Hey look, we're here already! Should we get something to eat?"
Luna Eclipsed,Pinkie Pie,"Twilight, Twilight! Look at our haul! Ah! Can you believe it? And then, we went to Cheerilee's house, and got a bunch more goodies. Didn't we, Pip?"
Luna Eclipsed,Pipsqueak,Sure did!
Luna Eclipsed,Pinkie Pie,"And then, we had to stop and wait for Granny Smith, and -<U+0096>"
Luna Eclipsed,Twilight Sparkle,"Rainbow Dash, that wasn't very nice."
Luna Eclipsed,Rainbow Dash,"Lighten up, old-timer. This is the best night of the year for pranks!"
Luna Eclipsed,Twilight Sparkle,Look what you did to Spike!
Luna Eclipsed,Rainbow Dash,It's all in good fun. Oh! Oh! There's another group over there!
Luna Eclipsed,Twilight Sparkle,"Happy Nightmare Night, Applejack!"
Luna Eclipsed,Applejack,"Howdy, Spike! Hey, Twilight! Nice costume."
Luna Eclipsed,Spike,Thanks! I'm a dragon.
Luna Eclipsed,Twilight Sparkle,"She means me, Spike."
Luna Eclipsed,Applejack,"With that beard, I reckon you're some sorta country music singer."
Luna Eclipsed,Applejack,"While y'all are here, ya' feel like bobbin' for an apple?"
Luna Eclipsed,Mayor Mare,"Thank you, everypony, and welcome to the Nightmare Night festival!"
Luna Eclipsed,Spike,Spooky voice might work better if she wasn't dressed like that.
Luna Eclipsed,Zecora,"Follow me, and very soon, you'll hear the tale of Nightmare Moon."
Luna Eclipsed,Zecora,"Listen close, my little dears, I'll tell you where you got your fears of Nightmare Night, so dark and scary. Of Nightmare Moon, who makes you wary."
Luna Eclipsed,Zecora,"Every year, we put on a disguise, to save ourselves from her searching eyes."
Luna Eclipsed,Zecora,But Nightmare Moon wants just one thing: to gobble up ponies in one quick swing!
Luna Eclipsed,Zecora,"Hungrily, she soars the sky. If she sees nopony, she passes by. So if she comes and all is clear, Equestria is safe another year!"
Luna Eclipsed,Pipsqueak,"Uh, Miss Zecora, if we wear costumes to hide from Nightmare Moon, so she won't gobble us up, how come we still need to give her some of our candy?"
Luna Eclipsed,Zecora,"A perfect question, my little friend. For Nightmare Moon you must not offend. Fill up her belly with a treat or two, so she won't return to come eat you!"
Luna Eclipsed,Pinkie Pie,Everypony! Just dump some candy and get out of here!
Luna Eclipsed,Pinkie Pie,It's Nightmare Moon! Run!
Luna Eclipsed,Twilight Sparkle,Princess Luna!
Luna Eclipsed,Princess Luna,"Citizens of Ponyville! We have graced your tiny village with our presence, so that you might behold the real Princess of the Night! A creature of nightmares no longer, but instead a pony who desires your love and admiration! Together we shall change this dreadful celebration into a bright and glorious feast!"
Luna Eclipsed,Pinkie Pie,"Did you hear that, everypony? Nightmare Moon says she's gonna feast on us all!"
Luna Eclipsed,Princess Luna,"What? No, children, no! You no longer have reason to fear us! Screams of delight is what your princess desires, not screams of terror! Madame Mayor, thy Princess of the Night hath arrived."
Luna Eclipsed,Princess Luna,"What is the matter with you? Very well, then. Be that way. We won't even bother with the traditional royal farewell."
Luna Eclipsed,Twilight Sparkle,I'm gonna go talk to her.
Luna Eclipsed,Spike,You can't talk to her! She's Nightmare Moon!
Luna Eclipsed,Twilight Sparkle,"No, she's not. I saw the Elements of Harmony change her back to good. But it seems like she's having some trouble adjusting after being gone for a thousand years."
Luna Eclipsed,Twilight Sparkle,"Princess Luna? Hi, my name is-"
Luna Eclipsed,Princess Luna,Star Swirl the Bearded. Commendable costume! Thou even got the bells right.
Luna Eclipsed,Twilight Sparkle,"Thank you! Finally! Somepony who gets my costume! Uh, I just came to welcome you to our celebration! My actual name is-"
Luna Eclipsed,Princess Luna,Twilight Sparkle. It was thou who unleashed the powers of harmony upon us and took away our dark powers!
Luna Eclipsed,Twilight Sparkle,"And that was a good thing, right?"
Luna Eclipsed,Princess Luna,But of course. We could not be happier. Is that not clear?
Luna Eclipsed,Twilight Sparkle,"Well, you kinda sound like you're yelling at me."
Luna Eclipsed,Princess Luna,"But this is the traditional royal Canterlot voice! It is tradition to speak using the royal ""we"", and to use this much volume when addressing our subjects!"
Luna Eclipsed,Twilight Sparkle,"You know, that might explain why your appearance was met with... mixed results. I think if you just changed your approach a bit, you might be met with a warmer reception."
Luna Eclipsed,Princess Luna,Change our approach?
Luna Eclipsed,Twilight Sparkle,Lower the volume?
Luna Eclipsed,Princess Luna,Ohhh. We have been locked away for a thousand years. We are... not sure we can.
Luna Eclipsed,Fluttershy,Go away! No candy here! Visitors not welcome on Nightmare Night!
Luna Eclipsed,Twilight Sparkle,"Fluttershy, it's me, Twilight!"
Luna Eclipsed,Twilight Sparkle,Wait right here.
Luna Eclipsed,Twilight Sparkle,Fluttershy... you remember Princess Luna?
Luna Eclipsed,Princess Luna,Charmed.
Luna Eclipsed,Fluttershy,Likewise.
Luna Eclipsed,Princess Luna,Twilight Sparkle hath spoken of the sweetness of thy voice. We ask thou teachest to us to speak as thou speakest.
Luna Eclipsed,Fluttershy,Okay.
Luna Eclipsed,Princess Luna,Shall our lessons begin?
Luna Eclipsed,Fluttershy,Okay.
Luna Eclipsed,Princess Luna,Shall we mimic thy voice?
Luna Eclipsed,Fluttershy,Okay.
Luna Eclipsed,Princess Luna,How is this?
Luna Eclipsed,Fluttershy,"Perfect, lesson over!"
Luna Eclipsed,Twilight Sparkle,"A little quieter, princess."
Luna Eclipsed,Princess Luna,How is... this?
Luna Eclipsed,Twilight Sparkle,"Better. Right, Fluttershy?"
Luna Eclipsed,Fluttershy,Yes.
Luna Eclipsed,Princess Luna,How... about... now?
Luna Eclipsed,Twilight Sparkle,Now you're getting it.
Luna Eclipsed,Princess Luna,And... how about now?
Luna Eclipsed,Twilight Sparkle,Yes! Well done.
Luna Eclipsed,Princess Luna,"I thank thee, dear Fluttershy! Our normal speaking voice shall surely win us the hearts of thy fellow villagers."
Luna Eclipsed,Pinkie Pie,Fluttershy! You've gotta hide us! Nightmare Moon is here and... Ah! She stole Fluttershy's voice so she can't scream when she gobbles her up!
Luna Eclipsed,Princess Luna,"Nay, children, wait! I mean... nay, children, no, wait."
Luna Eclipsed,Twilight Sparkle,"Come on, princess. Time for plan B."
Luna Eclipsed,All,Hurray!
Luna Eclipsed,Sassaflash,Aah!
Luna Eclipsed,Princess Luna,"It is of no use, Twilight Sparkle. They have never liked us and they never shall."
Luna Eclipsed,Twilight Sparkle,My friend Applejack is one of the most likable ponies around. I'm sure she'll have some ideas.
Luna Eclipsed,Pipsqueak,Heee...!
Luna Eclipsed,Twilight Sparkle,"Uh... Applejack, the princess is looking for a little advice on how to fit in around here."
Luna Eclipsed,Applejack,"""Fit in""? Really?"
Luna Eclipsed,Applejack,"I mean... that's easy! All you gotta do is have the right attitude. Loosen up a bit, be positive, play a few games, have some fun."
Luna Eclipsed,Princess Luna,"Fun? What is this ""fun"" thou speakest of? Pray tell, what purpose do these serve?"
Luna Eclipsed,Cherry Berry,Try to land the sp-sp-spiders on the web.
Luna Eclipsed,Applejack,"You can do it, princess!"
Luna Eclipsed,Princess Luna,"Ha! Your princess enjoys this ""fun""! In what other ways may we experience it?"
Luna Eclipsed,Twilight Sparkle,"Fire away, princess!"
Luna Eclipsed,Princess Luna,Ha ha! The fun has been doubled!
Luna Eclipsed,Applejack,"Why don't you try bobbin' for apples? We got the best apples in Equestria here, princess."
Luna Eclipsed,Princess Luna,"I ask that thou call us... me... Luna, fair Applejack. Hear me, villagers! All of you! Call me Luna!"
Luna Eclipsed,Princess Luna,Show me to these bobbing apples.
Luna Eclipsed,Pinkie Pie,"Hey, gals. Anypony seen Pip? We lost him the last time we had to run<U+0096> Aaah! Nightmare Moon is gobbling Pipsqueak! Everypony run!"
Luna Eclipsed,Pipsqueak,Help! My backside has been gobbled!
Luna Eclipsed,Princess Luna,"'Tis a lie! Thy backside is whole and ungobbled, thou ungrateful whelp! Fair villagers, please do not back away. Let us join together in... fun!"
Luna Eclipsed,Princess Luna,Not enough fun for you? What say you to this?!
Luna Eclipsed,Princess Luna,Huzzah! How many points do I receive?
Luna Eclipsed,Princess Luna,Do not run away!
Luna Eclipsed,Princess Luna,"As your princess, we command you!"
Luna Eclipsed,Princess Luna,Be still!
Luna Eclipsed,Twilight Sparkle,"Princess, remember! Watch the screaming!"
Luna Eclipsed,Princess Luna,"No, Twilight Sparkle! We must use the traditional royal Canterlot voice for what we are about to say. Since you choose to fear your princess rather than love her, and dishonor her with this insulting celebration, we decree that Nightmare Night shall be canceled! Forever!"
Luna Eclipsed,Applejack,"Shoot. We had everything goin' our way. Luna was happy, everypony in town was happy, now look at 'em."
Luna Eclipsed,Noi,But I wanted to be a zombie next year.
Luna Eclipsed,Twilight Sparkle,It's not over yet.
Luna Eclipsed,Applejack,What are you gonna do?
Luna Eclipsed,Twilight Sparkle,I'm going to do what I do best. Lecture her!
Luna Eclipsed,Twilight Sparkle,Princess?
Luna Eclipsed,Princess Luna,"Leave me be, Twilight Sparkle."
Luna Eclipsed,Twilight Sparkle,"Princess, I'm sorry it hasn't worked out how we wanted. But you have to believe me when I tell you that Nightmare Night is one of the most popular celebrations we have."
Luna Eclipsed,Princess Luna,Yes. I can tell. By all the adoring shrieks of the children as they run away.
Luna Eclipsed,Twilight Sparkle,Princess...
Luna Eclipsed,Twilight Sparkle,No! No shrieking. No screaming or squealing either. Okay?
Luna Eclipsed,Pinkie Pie,Okay.
Luna Eclipsed,Twilight Sparkle,"There's something I want you to see. And I promise that it's safe, but you really, really, really can't shriek. Do you promise not to shriek?"
Luna Eclipsed,Twilight Sparkle,"Pinkie Pie, you remember Princess Luna, right?"
Luna Eclipsed,Princess Luna,Ah. The ringleader of the frightened children. Hast thou come to make peace?
Luna Eclipsed,Twilight Sparkle,Rainbow!
Luna Eclipsed,Twilight Sparkle,"She's changed, Pinkie! She's not evil or scary anymore! And she definitely doesn't want to gobble you up!"
Luna Eclipsed,Pinkie Pie,"Well, duh."
Luna Eclipsed,Twilight Sparkle,Huh?
Luna Eclipsed,Pinkie Pie,"I know that. Sheesh, Twilight. I'm almost as big as her, how's she gonna gobble me up?"
Luna Eclipsed,Twilight Sparkle,So why do you keep running away and screaming?
Luna Eclipsed,Pinkie Pie,Sometimes it's just really fun to be scared!
Luna Eclipsed,Twilight Sparkle,"Fun? Pinkie Pie, you're a genius!"
Luna Eclipsed,Twilight Sparkle,Princess Luna! I've finally figured out why you're having so much trouble being liked!
Luna Eclipsed,Princess Luna,Forgive me if I withhold my enthusiasm.
Luna Eclipsed,Twilight Sparkle,Come with me. I'll explain everything on the way.
Luna Eclipsed,Pipsqueak,Gosh. I never thought my very first Nightmare Night would be my very last.
Luna Eclipsed,Zecora,"Come, little Pip. Now don't you fret. Nightmare Night's not over yet. We still have candy left to give, so Nightmare Moon might let us live."
Luna Eclipsed,Mayor Mare,"Yes. Come on, little ponies. What's Nightmare Night without the annual candy offering? You don't want Nightmare Moon to gobble you up, do you?"
Luna Eclipsed,Spike,"Aw, the rainbow wig just kills it for me."
Luna Eclipsed,Applejack,"Come on, kids! Doesn't that sound like fun?"
Luna Eclipsed,Pipsqueak,"Goodbye, Nightmare Night. Forever."
Luna Eclipsed,Nightmare Moon,Citizens of Ponyville! You were wise to bring this candy to me. I am pleased with your offering. So pleased that I may just eat it... instead of eating you!
Luna Eclipsed,Princess Luna,"I am not certain that did what you meant for it to do, Twilight Sparkle."
Luna Eclipsed,Twilight Sparkle,Just wait.
Luna Eclipsed,Princess Luna,For what? For... for them to scream some more?
Luna Eclipsed,Pipsqueak,"Um... Princess Luna. I know there's not gonna be any more Nightmare Night, but do you suppose maybe you could come back next year and scare us again anyway?"
Luna Eclipsed,Princess Luna,Child. Art thou saying that thou... likest me to scare you?
Luna Eclipsed,Pipsqueak,"It's really fun! Scary, but fun!"
Luna Eclipsed,Princess Luna,It... is?
Luna Eclipsed,Pipsqueak,Yeah! Nightmare Night is my favorite night of the year.
Luna Eclipsed,Princess Luna,Well then. We shall have to bring Nightmare Night back!
Luna Eclipsed,Pipsqueak,"Whoa! You're my favorite princess ever! She said yes, guys!"
Luna Eclipsed,Foals,YAY!
Luna Eclipsed,Twilight Sparkle,"See? They really do like you, princess."
Luna Eclipsed,Princess Luna,"Can it be true? Oh, most wonderful of -- I mean... Oh, most wonderful of nights."
Luna Eclipsed,Twilight Sparkle,"Dear Princess Celestia,"
Luna Eclipsed,Twilight Sparkle,"When you first sent me to Ponyville, I didn't know anything about friendship. I met somepony tonight who was having the same problem -- your sister, Princess Luna! She taught me that one of the best things you can do with friendship is to give it to others, and help them find it themselves! And I'm happy to report that all of Ponyville has learned that even if somepony seems a little intimidating, even scary, when you offer them your friendship, you'll discover a whole new pony underneath. And even if my Star Swirl the Bearded costume didn't go over, this still turned out to be the best Nightmare Night ever!"
Sisterhooves Social,Sweetie Belle,"Rarity! Rrgh, you ruined the surprise! I was gonna serve you breakfast in bed!"
Sisterhooves Social,Hondo Flanks,"Well! G'mornin', Rarity!"
Sisterhooves Social,Rarity,Father! Mother!
Sisterhooves Social,Hondo Flanks,I'll have you know that Sweetie Belle here cooked this yummy lookin' breakfast all on her own.
Sisterhooves Social,Rarity,I... figured. I didn't know you could burn juice.
Sisterhooves Social,Cookie Crumbles,I've been giving her lessons. I wouldn't be surprised if she's got a cutie mark in fancy cooking by the time we get back from our vacation.
Sisterhooves Social,Rarity,Vacation? Is that this week? As in 'starting this very instant' this week?! Uurh. Let me guess: apple sauce?
Sisterhooves Social,Sweetie Belle,Nope. Toast! We're gonna have the bestest time two sisters could ever have! I'm gonna go grab my stuff from Dad's wagon.
Sisterhooves Social,Rarity,"So, now, when you say 'a week'... is that, um, seven whole days?"
Sisterhooves Social,Cookie Crumbles,"And six nights, I know! Such a short time to spend with your little sis."
Sisterhooves Social,Hondo Flanks,You gonna eat that?
Sisterhooves Social,Rarity,"But I've got such a long to-do list. Oh well, I suppose 'spend time with your sister' will just have to be added to the list."
Sisterhooves Social,Sweetie Belle,Just a few necessities.
Sisterhooves Social,Rarity,"Now, let's get that kitchen all cleaned up."
Sisterhooves Social,Sweetie Belle,Cleaned up? But we haven't even eaten yet.
Sisterhooves Social,Rarity,"Well now, Sweetie Belle, I appreciate the gesture, but we simply can't eat this breakfast; it's burnt."
Sisterhooves Social,Sweetie Belle,It's not that burnt.
Sisterhooves Social,Rarity,"Never fear, my dear, I'll get a proper breakfast going."
Sisterhooves Social,Sweetie Belle,Can I help?
Sisterhooves Social,Rarity,"Oh, er, of course, er, in one moment, Sweetie Belle. Let me just get things started."
Sisterhooves Social,Sweetie Belle,Rarity! I thought you said I was gonna help!
Sisterhooves Social,Rarity,You are! You... can... put the garnish on the plates.
Sisterhooves Social,Sweetie Belle,You mean this parsley?
Sisterhooves Social,Rarity,"Okay, now, easy! It has to be just right! No need to rush. No! That's too slow. Careful! Back up! Looking for perfection here..."
Sisterhooves Social,Sweetie Belle,"Whoa, whoa!"
Sisterhooves Social,Rarity,Not... bad.
Sisterhooves Social,Rarity,There are some things I must attend to. Can you take the dirty towels to the laundry room?
Sisterhooves Social,Sweetie Belle,"No problem, I'll make myself useful!"
Sisterhooves Social,Rarity,Sweetie Belle!
Sisterhooves Social,Sweetie Belle,I told you I'd make myself useful. Surprised?
Sisterhooves Social,Rarity,Am I? You washed my incredibly expensive one-of-a-kind designer crocheted wool sweater! Do you know how hard these things are to come by?
Sisterhooves Social,Sweetie Belle,What's the big deal?
Sisterhooves Social,Rarity,"The big deal is that in the heat of the sun, wool... shrinks."
Sisterhooves Social,Sweetie Belle,Oh. Sorry.
Sisterhooves Social,Rarity,Nng... Well. Back to work. I must create.
Sisterhooves Social,Sweetie Belle,Sorry?
Sisterhooves Social,Rarity,"Huh. Stay out of trouble, okay? Please?"
Sisterhooves Social,Sweetie Belle,I just wanted to do something nice for my sister.
Sisterhooves Social,Sweetie Belle,"Raargh, I'm so bored! When is Rarity gonna finish her work?"
Sisterhooves Social,Rarity,"Stay out of trouble, okay?"
Sisterhooves Social,Sweetie Belle,I never got in trouble for drawing. Hmm. This needs something...
Sisterhooves Social,Sweetie Belle,"Hi, Rarity! I made a special drawing for y<U+0096>"
Sisterhooves Social,Rarity,Oh no! Did you use these gems?!
Sisterhooves Social,Sweetie Belle,"Well, yes, but I know you'll have more in your work room..."
Sisterhooves Social,Rarity,"But, but these are extremely rare baby blue sapphires! I need them for an outfit for an extremely important client!"
Sisterhooves Social,Sweetie Belle,Oh. Sorry.
Sisterhooves Social,Rarity,"Sweetie Belle, what am I going to do with you?"
Sisterhooves Social,Sweetie Belle,"Oh! We could paint together, we could ride bikes, play chess, sing a song, catch frogs, pillow fight<U+0096>"
Sisterhooves Social,Rarity,That's not what I meant!
Sisterhooves Social,Sweetie Belle,Oh.
Sisterhooves Social,Rarity,Now I have to go and find some more of these gems!
Sisterhooves Social,Sweetie Belle,I'll go with you and help!
Sisterhooves Social,Rarity,"No! No thank you. You can help by picking up these papers and stacking them, neatly. Put the pens and pencils back exactly where you found them, and please find something to do that doesn't create a large mess for me to clean up!"
Sisterhooves Social,Sweetie Belle,"Geez Louise, can't I do anything right?"
Sisterhooves Social,Sweetie Belle,Surprise!
Sisterhooves Social,Rarity,My- ee- bleh- My inspiration room! What did you do? What did you do?!
Sisterhooves Social,Sweetie Belle,"When I saw the big mess in your room, I thought I'd clean it up for you."
Sisterhooves Social,Rarity,"This wasn't a mess! It was organized chaos! I was just about finished planning my new fashion line, and, and you, you, you went and, and you<U+0096> and you put everything away!"
Sisterhooves Social,Sweetie Belle,"But every time I make a mess, you get upset!"
Sisterhooves Social,Rarity,But this was my mess in my house! And now I have to start from scratch!
Sisterhooves Social,Sweetie Belle,"But, I thought it would make you happy!"
Sisterhooves Social,Rarity,Happy?! Happy?! I<U+0096> I just need some time alone. Hm!
Sisterhooves Social,Apple Bloom,How's the sleepover at Rarity's goin'?
Sisterhooves Social,Sweetie Belle,"Why, it's smashing!"
Sisterhooves Social,Apple Bloom,Huh?
Sisterhooves Social,Sweetie Belle,I just wish we could do something special together that didn't include me goofing anything up.
Sisterhooves Social,Apple Bloom,The Sisterhooves Social! Applejack an' I do it every year! You an' Rarity can compete against other sister teams in all these neat events!
Sisterhooves Social,Sweetie Belle,That sounds like the perfect way for us to hang out! Rarity will think it's an excellent idea.
Sisterhooves Social,Rarity,What a ridiculous idea. A contest at Sweet Apple Acres? It doesn't sound... very... clean.
Sisterhooves Social,Sweetie Belle,"So, what, now you're back to hating messes?"
Sisterhooves Social,Rarity,"Sweetie Belle, watch your tone! I am still your big sister."
Sisterhooves Social,Sweetie Belle,Right! And any sister who cares about her sister goes!
Sisterhooves Social,Rarity,Sweetie Belle...! Honestly! Playing silly little games in the dirt is just... uncouth! With or without a sister.
Sisterhooves Social,Sweetie Belle,"Well then! Maybe, maybe I'll try the Sisterhooves Social without a sister! In fact, I think I'll try the rest of my life without a sister!"
Sisterhooves Social,Rarity,"Oh, I'm the one who's ruining your life?! Really?! Have you looked around this place? I'm the one who'd be better off with no sister!"
Sisterhooves Social,Sweetie Belle,Well it looks like we finally agree on something! Neither of us needs a sister!
Sisterhooves Social,Rarity,Deal!
Sisterhooves Social,Sweetie Belle,"Deal! Goodbye, un-sister!"
Sisterhooves Social,Rarity,Hmph!
Sisterhooves Social,Applejack,'Uncouth'? She said the Sisterhooves Social was 'uncouth'?
Sisterhooves Social,Apple Bloom,Yeah! Uncouth? Wait. What's uncouth?
Sisterhooves Social,Sweetie Belle,It's not just the Social. She thinks I'm uncouth.
Sisterhooves Social,Applejack,"Honey, Rarity thinks everything's uncouth."
Sisterhooves Social,Apple Bloom,What's uncouth?
Sisterhooves Social,Applejack,"It means uncivil. Y'know, bad mannered?"
Sisterhooves Social,Applejack,"Exactly. Sweetie Belle, just give Rarity some time. She'll come around. Sisters always do."
Sisterhooves Social,Sweetie Belle,Not sisters like Rarity.
Sisterhooves Social,Applejack,"Come on, now. Apple Bloom and I got some chores to finish up on. Maybe you can help!"
Sisterhooves Social,Sweetie Belle,You sure you want me to help? I just mess everything up!
Sisterhooves Social,Applejack,"Oh, come on, that's just stinkin' thinkin'. Watch!"
Sisterhooves Social,Applejack,"Good catch there, Apple Bloom! Whoo!"
Sisterhooves Social,Sweetie Belle,This is a chore?
Sisterhooves Social,Applejack,"Since we can't sell the bruised apples, we gotta collect them all for the pigs to eat."
Sisterhooves Social,Apple Bloom,"It's a lot of work, so we make a game of it. Wanna try?"
Sisterhooves Social,Sweetie Belle,"Um, okay. Ow! You're right, it is hard work."
Sisterhooves Social,Apple Bloom,That's why we do it...
Sisterhooves Social,Applejack and Apple Bloom,Together!
Sisterhooves Social,Sweetie Belle,"Huh, Rarity never wants to do chores together."
Sisterhooves Social,Rarity,"Ugh, all that work ruined, thanks to Sweetie Belle. Oh my. It's usually a big mess in here. Id-ee-a! This is genius! I shall call it 'full spectrum fashions'! If Sweetie Belle hadn't<U+0096> Well, no matter. She still shouldn't have touched my things without permission. Hm!"
Sisterhooves Social,Applejack,Apple Bloom! You're up!
Sisterhooves Social,Sweetie Belle,You're... making... grape juice? Rarity would call the fashion police on me if I got grape juice anywhere near her precious outfits.
Sisterhooves Social,Apple Bloom,"Well, that's silly!"
Sisterhooves Social,Applejack,Apple Bloom...
Sisterhooves Social,Sweetie Belle,"Please, Applejack, she didn't mean<U+0096>"
Sisterhooves Social,Applejack,"How d'you like them grapes, y'little whippersnapper!"
Sisterhooves Social,Rarity,"Now to get these fabrics washed for my fabulous new line. Ooh, my favorite sweater... I just can't believe that Sweetie Belle."
Sisterhooves Social,Rarity,"Oh, Opal-wopal! It's as if Sweetie Belle knew the sweater was perfect for you. And Sweetie Belle should consider herself perfectly lucky that this thoughtless mishap turned out all right. Hm."
Sisterhooves Social,Applejack,Apple Bloom!
Sisterhooves Social,Apple Bloom,"Got it, sis!"
Sisterhooves Social,Sweetie Belle,Wow. It's as if they were just one pony.
Sisterhooves Social,Applejack and Apple Bloom,Yee-haw!
Sisterhooves Social,Applejack,"Way to corral some critters, sis!"
Sisterhooves Social,Sheep,You coulda just a-a-a-asked.
Sisterhooves Social,Sweetie Belle,Rarity never high-hoofs me.
Sisterhooves Social,Rarity,"Perfect! Just one more, and this ensemble is fini! Rrgh, Sweetie Belle! Where's her silly little arts and crafts project?"
Sisterhooves Social,Rarity,"Oh, Sweetie Belle! My one and only sister! What have I done? All the time I could have spent with you was wasted complaining and wishing you were gone! Woe is me! No! I must get her back! I must! As Celestia is my witness, I shall never be sisterless again!"
Sisterhooves Social,Rarity,"Sweetie Belle! Oh, I have been galloping all over looking for you. I<U+0096>"
Sisterhooves Social,Sweetie Belle,"Oh hello, un-sister. What are you doing here? Better be careful, you might get some dust on you."
Sisterhooves Social,Rarity,"Oh, Sweetie Belle, I want to apologize. I am not better off without a sister."
Sisterhooves Social,Sweetie Belle,I'm not better off without a sister either. Spending the day with Applejack and Apple Bloom made me realize that.
Sisterhooves Social,Rarity,"Oh, Sweetie, you don't know how happy I am to hear<U+0096>"
Sisterhooves Social,Sweetie Belle,And that's why I'm adopting Applejack as my big sister!
Sisterhooves Social,Rarity,What?!
Sisterhooves Social,Applejack,What?!
Sisterhooves Social,Apple Bloom,What?!
Sisterhooves Social,Sweetie Belle,A sister is someone who loves and takes care of another sister. Applejack's a real sister.
Sisterhooves Social,Applejack,"H-Hold on, Sweetie Belle. Don't get ahead of yourself here."
Sisterhooves Social,Apple Bloom,"Besides, she's my big sister!"
Sisterhooves Social,Applejack,"Yeah, um<U+0096>"
Sisterhooves Social,Sweetie Belle,"Or maybe she should be your sister, so she could teach you what a good sister is supposed to be!"
Sisterhooves Social,Applejack,"Heh, um, actually, I<U+0096>"
Sisterhooves Social,Rarity,"But I don't need lessons on being a good sister, I-I promise! Listen! I'll show you how to cook my favorite quiche! Or, or, I'll show you the proper way to beautify your mane. Won't that be fun? Hm?"
Sisterhooves Social,Sweetie Belle,"Hm! You want me to go home with you, so we can do what you wanna do?"
Sisterhooves Social,Rarity,Uh... yes?
Sisterhooves Social,Sweetie Belle,Just forget it!
Sisterhooves Social,Apple Bloom,"We're still sisters, right?"
Sisterhooves Social,Rarity,"Well, that apology went swimmingly. Applejack, why do you have to be so good and make me look so bad?"
Sisterhooves Social,Applejack,"Oh Rarity, once again you're thinkin' about yourself. Bein' sisters is a give and take. You've been doin' a whole lotta takin', but you haven't been doin' a whole lotta givin'."
Sisterhooves Social,Rarity,But of course I give. I give lessons. Reasonable demands.
Sisterhooves Social,Applejack,"But ya never give in. Bein' sisters is like... apple pie. You can have amazin' apples, and you can have a wonderfully crispy crust, but only together you can have a perfect apple pie."
Sisterhooves Social,Rarity,"But apart, all we are is just a pile of mush and some crumbly dry mess... I know what I need to do! I just hope it isn't too late!"
Sisterhooves Social,Sweetie Belle,"Well, I guess it's a good thing Rarity isn't here. Do I see 'uncouth' written all over this contest?"
Sisterhooves Social,Apple Bloom,Look at the size of that pig!
Sisterhooves Social,Applejack,He sure is a cutie.
Sisterhooves Social,Sweetie Belle,"That's the last word Rarity would use. Oh my, what a repulsive monstrosity! This thing needs a head to toe makeover!"
Sisterhooves Social,Applejack,It's almost time!
Sisterhooves Social,Sweetie Belle,"Well, you two have fun. Sure wish I had a sister to run the race with. Huh?"
Sisterhooves Social,Apple Bloom,You do now!
Sisterhooves Social,Applejack,AB and I figured since we do this every year...
Sisterhooves Social,Apple Bloom,I'd let you borrow my sis so you can give it a try!
